gene1,gene2,chr1,chr2,rep,min,interactions.x,interactions.y,interactions.counts
ZNF438,PARD3,10,10,2,0,31285000,34895000,1
ZNF438,PARD3,10,10,2,0,31320000,34895000,1
ZNF438,PARD3,10,10,2,0,31155000,34900000,1
ZNF438,PARD3,10,10,2,0,31175000,34900000,1
ZNF438,PARD3,10,10,2,0,31225000,34900000,2
ZNF438,PARD3,10,10,2,0,31320000,34900000,1
ZNF438,PARD3,10,10,2,0,31140000,34905000,1
ZNF438,PARD3,10,10,2,0,31150000,34905000,1
ZNF438,PARD3,10,10,2,0,31155000,34905000,1
ZNF438,PARD3,10,10,2,0,31240000,34905000,1
ZNF438,PARD3,10,10,2,0,31300000,34905000,1
ZNF438,PARD3,10,10,2,0,31200000,34910000,1
ZNF438,PARD3,10,10,2,0,31315000,34910000,1
ZNF438,PARD3,10,10,2,0,31140000,34915000,1
ZNF438,PARD3,10,10,2,0,31240000,34915000,1
ZNF438,PARD3,10,10,2,0,31265000,34915000,1
ZNF438,PARD3,10,10,2,0,31275000,34915000,1
ZNF438,PARD3,10,10,2,0,31145000,34920000,1
ZNF438,PARD3,10,10,2,0,31185000,34920000,1
ZNF438,PARD3,10,10,2,0,31195000,34920000,1
ZNF438,PARD3,10,10,2,0,31205000,34920000,1
ZNF438,PARD3,10,10,2,0,31315000,34920000,1
ZNF438,PARD3,10,10,2,0,31135000,34925000,1
ZNF438,PARD3,10,10,2,0,31175000,34925000,1
ZNF438,PARD3,10,10,2,0,31300000,34925000,1
ZNF438,PARD3,10,10,2,0,31305000,34925000,1
ZNF438,PARD3,10,10,2,0,31145000,34930000,1
ZNF438,PARD3,10,10,2,0,31215000,34930000,1
ZNF438,PARD3,10,10,2,0,31225000,34930000,1
ZNF438,PARD3,10,10,2,0,31250000,34930000,1
ZNF438,PARD3,10,10,2,0,31310000,34930000,1
ZNF438,PARD3,10,10,2,0,31185000,34935000,1
ZNF438,PARD3,10,10,2,0,31245000,34935000,3
ZNF438,PARD3,10,10,2,0,31135000,34940000,1
ZNF438,PARD3,10,10,2,0,31140000,34940000,1
ZNF438,PARD3,10,10,2,0,31150000,34940000,1
ZNF438,PARD3,10,10,2,0,31195000,34940000,1
ZNF438,PARD3,10,10,2,0,31255000,34940000,1
ZNF438,PARD3,10,10,2,0,31135000,34945000,1
ZNF438,PARD3,10,10,2,0,31145000,34945000,1
ZNF438,PARD3,10,10,2,0,31135000,34950000,1
ZNF438,PARD3,10,10,2,0,31185000,34950000,1
ZNF438,PARD3,10,10,2,0,31210000,34950000,2
ZNF438,PARD3,10,10,2,0,31225000,34950000,1
ZNF438,PARD3,10,10,2,0,31260000,34950000,1
ZNF438,PARD3,10,10,2,0,31265000,34950000,1
ZNF438,PARD3,10,10,2,0,31285000,34950000,1
ZNF438,PARD3,10,10,2,0,31150000,34955000,1
ZNF438,PARD3,10,10,2,0,31225000,34955000,1
ZNF438,PARD3,10,10,2,0,31300000,34955000,1
ZNF438,PARD3,10,10,2,0,31140000,34960000,1
ZNF438,PARD3,10,10,2,0,31175000,34960000,1
ZNF438,PARD3,10,10,2,0,31180000,34960000,1
ZNF438,PARD3,10,10,2,0,31235000,34960000,1
ZNF438,PARD3,10,10,2,0,31165000,34965000,1
ZNF438,PARD3,10,10,2,0,31180000,34965000,1
ZNF438,PARD3,10,10,2,0,31215000,34965000,1
ZNF438,PARD3,10,10,2,0,31165000,34970000,1
ZNF438,PARD3,10,10,2,0,31215000,34970000,1
ZNF438,PARD3,10,10,2,0,31235000,34970000,2
ZNF438,PARD3,10,10,2,0,31260000,34970000,1
ZNF438,PARD3,10,10,2,0,31290000,34970000,1
ZNF438,PARD3,10,10,2,0,31185000,34975000,1
ZNF438,PARD3,10,10,2,0,31150000,34980000,1
ZNF438,PARD3,10,10,2,0,31255000,34980000,1
ZNF438,PARD3,10,10,2,0,31260000,34980000,1
ZNF438,PARD3,10,10,2,0,31315000,34980000,1
ZNF438,PARD3,10,10,2,0,31170000,34985000,1
ZNF438,PARD3,10,10,2,0,31200000,34985000,1
ZNF438,PARD3,10,10,2,0,31240000,34985000,1
ZNF438,PARD3,10,10,2,0,31135000,34990000,1
ZNF438,PARD3,10,10,2,0,31185000,34990000,1
ZNF438,PARD3,10,10,2,0,31210000,34990000,1
ZNF438,PARD3,10,10,2,0,31265000,34990000,1
ZNF438,PARD3,10,10,2,0,31290000,34990000,1
ZNF438,PARD3,10,10,2,0,31310000,34990000,1
ZNF438,PARD3,10,10,2,0,31225000,34995000,1
ZNF438,PARD3,10,10,2,0,31230000,34995000,1
ZNF438,PARD3,10,10,2,0,31295000,34995000,1
ZNF438,PARD3,10,10,2,0,31220000,35000000,1
ZNF438,PARD3,10,10,2,0,31280000,35005000,1
ZNF438,PARD3,10,10,2,0,31165000,35010000,1
ZNF438,PARD3,10,10,2,0,31255000,35010000,1
ZNF438,PARD3,10,10,2,0,31310000,35010000,1
ZNF438,PARD3,10,10,2,0,31240000,35015000,1
ZNF438,PARD3,10,10,2,0,31315000,35015000,1
ZNF438,PARD3,10,10,2,0,31160000,35020000,1
ZNF438,PARD3,10,10,2,0,31270000,35020000,1
ZNF438,PARD3,10,10,2,0,31280000,35030000,1
ZNF438,PARD3,10,10,2,0,31135000,35035000,2
ZNF438,PARD3,10,10,2,0,31145000,35035000,1
ZNF438,PARD3,10,10,2,0,31170000,35035000,1
ZNF438,PARD3,10,10,2,0,31235000,35035000,1
ZNF438,PARD3,10,10,2,0,31170000,35040000,1
ZNF438,PARD3,10,10,2,0,31185000,35040000,1
ZNF438,PARD3,10,10,2,0,31200000,35045000,1
ZNF438,PARD3,10,10,2,0,31260000,35045000,1
ZNF438,PARD3,10,10,2,0,31275000,35045000,1
ZNF438,PARD3,10,10,2,0,31320000,35045000,1
ZNF438,PARD3,10,10,2,0,31190000,35050000,1
ZNF438,PARD3,10,10,2,0,31195000,35050000,1
ZNF438,PARD3,10,10,2,0,31265000,35050000,2
ZNF438,PARD3,10,10,2,0,31135000,35055000,1
ZNF438,PARD3,10,10,2,0,31235000,35055000,1
ZNF438,PARD3,10,10,2,0,31260000,35055000,1
ZNF438,PARD3,10,10,2,0,31270000,35055000,1
ZNF438,PARD3,10,10,2,0,31280000,35055000,1
ZNF438,PARD3,10,10,2,0,31160000,35060000,1
ZNF438,PARD3,10,10,2,0,31210000,35060000,1
ZNF438,PARD3,10,10,2,0,31255000,35060000,1
ZNF438,PARD3,10,10,2,0,31145000,35065000,1
ZNF438,PARD3,10,10,2,0,31265000,35065000,1
ZNF438,PARD3,10,10,2,0,31285000,35065000,1
ZNF438,PARD3,10,10,2,0,31230000,35070000,1
ZNF438,PARD3,10,10,2,0,31260000,35070000,1
ZNF438,PARD3,10,10,2,0,31280000,35070000,1
ZNF438,PARD3,10,10,2,0,31250000,35075000,1
ZNF438,PARD3,10,10,2,0,31280000,35075000,1
ZNF438,PARD3,10,10,2,0,31195000,35080000,1
ZNF438,PARD3,10,10,2,0,31205000,35080000,1
ZNF438,PARD3,10,10,2,0,31265000,35080000,1
ZNF438,PARD3,10,10,2,0,31280000,35080000,1
ZNF438,PARD3,10,10,2,0,31295000,35080000,1
ZNF438,PARD3,10,10,2,0,31160000,35085000,1
ZNF438,PARD3,10,10,2,0,31165000,35085000,1
ZNF438,PARD3,10,10,2,0,31190000,35085000,1
ZNF438,PARD3,10,10,2,0,31200000,35085000,1
ZNF438,PARD3,10,10,2,0,31135000,35090000,1
ZNF438,PARD3,10,10,2,0,31170000,35090000,1
ZNF438,PARD3,10,10,2,0,31230000,35090000,1
ZNF438,PARD3,10,10,2,0,31270000,35090000,1
ZNF438,PARD3,10,10,2,0,31260000,35095000,1
ZNF438,PARD3,10,10,2,0,31145000,35100000,1
ZNF438,PARD3,10,10,1,35,31155000,34400000,1
ZNF438,PARD3,10,10,1,35,31180000,34400000,1
ZNF438,PARD3,10,10,1,35,31190000,34400000,2
ZNF438,PARD3,10,10,1,35,31195000,34400000,1
ZNF438,PARD3,10,10,1,35,31260000,34400000,1
ZNF438,PARD3,10,10,1,35,31265000,34400000,1
ZNF438,PARD3,10,10,1,35,31285000,34400000,1
ZNF438,PARD3,10,10,1,35,31315000,34400000,1
ZNF438,PARD3,10,10,1,35,31195000,34405000,1
ZNF438,PARD3,10,10,1,35,31225000,34405000,1
ZNF438,PARD3,10,10,1,35,31235000,34405000,1
ZNF438,PARD3,10,10,1,35,31240000,34405000,1
ZNF438,PARD3,10,10,1,35,31260000,34405000,1
ZNF438,PARD3,10,10,1,35,31280000,34405000,1
ZNF438,PARD3,10,10,1,35,31140000,34410000,1
ZNF438,PARD3,10,10,1,35,31220000,34410000,2
ZNF438,PARD3,10,10,1,35,31225000,34410000,1
ZNF438,PARD3,10,10,1,35,31245000,34410000,1
ZNF438,PARD3,10,10,1,35,31260000,34410000,1
ZNF438,PARD3,10,10,1,35,31275000,34410000,1
ZNF438,PARD3,10,10,1,35,31300000,34410000,1
ZNF438,PARD3,10,10,1,35,31195000,34415000,1
ZNF438,PARD3,10,10,1,35,31230000,34415000,1
ZNF438,PARD3,10,10,1,35,31315000,34415000,1
ZNF438,PARD3,10,10,1,35,31140000,34420000,1
ZNF438,PARD3,10,10,1,35,31150000,34420000,1
ZNF438,PARD3,10,10,1,35,31160000,34420000,1
ZNF438,PARD3,10,10,1,35,31210000,34420000,1
ZNF438,PARD3,10,10,1,35,31255000,34420000,1
ZNF438,PARD3,10,10,1,35,31295000,34420000,1
ZNF438,PARD3,10,10,1,35,31310000,34420000,1
ZNF438,PARD3,10,10,1,35,31315000,34420000,1
ZNF438,PARD3,10,10,1,35,31145000,34425000,1
ZNF438,PARD3,10,10,1,35,31155000,34425000,1
ZNF438,PARD3,10,10,1,35,31190000,34425000,1
ZNF438,PARD3,10,10,1,35,31195000,34425000,1
ZNF438,PARD3,10,10,1,35,31315000,34425000,1
ZNF438,PARD3,10,10,1,35,31180000,34430000,1
ZNF438,PARD3,10,10,1,35,31190000,34430000,1
ZNF438,PARD3,10,10,1,35,31205000,34430000,1
ZNF438,PARD3,10,10,1,35,31220000,34430000,1
ZNF438,PARD3,10,10,1,35,31225000,34430000,1
ZNF438,PARD3,10,10,1,35,31265000,34430000,1
ZNF438,PARD3,10,10,1,35,31135000,34435000,1
ZNF438,PARD3,10,10,1,35,31140000,34435000,1
ZNF438,PARD3,10,10,1,35,31150000,34435000,1
ZNF438,PARD3,10,10,1,35,31165000,34435000,1
ZNF438,PARD3,10,10,1,35,31195000,34435000,1
ZNF438,PARD3,10,10,1,35,31225000,34435000,1
ZNF438,PARD3,10,10,1,35,31265000,34435000,1
ZNF438,PARD3,10,10,1,35,31300000,34435000,1
ZNF438,PARD3,10,10,1,35,31305000,34435000,1
ZNF438,PARD3,10,10,1,35,31320000,34435000,1
ZNF438,PARD3,10,10,1,35,31200000,34440000,1
ZNF438,PARD3,10,10,1,35,31230000,34440000,1
ZNF438,PARD3,10,10,1,35,31280000,34440000,1
ZNF438,PARD3,10,10,1,35,31295000,34440000,2
ZNF438,PARD3,10,10,1,35,31135000,34445000,1
ZNF438,PARD3,10,10,1,35,31175000,34445000,1
ZNF438,PARD3,10,10,1,35,31195000,34445000,1
ZNF438,PARD3,10,10,1,35,31225000,34445000,1
ZNF438,PARD3,10,10,1,35,31240000,34445000,2
ZNF438,PARD3,10,10,1,35,31300000,34445000,1
ZNF438,PARD3,10,10,1,35,31140000,34450000,1
ZNF438,PARD3,10,10,1,35,31180000,34450000,1
ZNF438,PARD3,10,10,1,35,31195000,34450000,1
ZNF438,PARD3,10,10,1,35,31210000,34450000,1
ZNF438,PARD3,10,10,1,35,31215000,34450000,1
ZNF438,PARD3,10,10,1,35,31240000,34450000,1
ZNF438,PARD3,10,10,1,35,31245000,34450000,1
ZNF438,PARD3,10,10,1,35,31265000,34450000,1
ZNF438,PARD3,10,10,1,35,31280000,34450000,1
ZNF438,PARD3,10,10,1,35,31150000,34455000,1
ZNF438,PARD3,10,10,1,35,31180000,34455000,1
ZNF438,PARD3,10,10,1,35,31200000,34455000,1
ZNF438,PARD3,10,10,1,35,31240000,34455000,1
ZNF438,PARD3,10,10,1,35,31290000,34455000,1
ZNF438,PARD3,10,10,1,35,31170000,34460000,1
ZNF438,PARD3,10,10,1,35,31175000,34460000,1
ZNF438,PARD3,10,10,1,35,31190000,34460000,1
ZNF438,PARD3,10,10,1,35,31215000,34460000,1
ZNF438,PARD3,10,10,1,35,31230000,34460000,1
ZNF438,PARD3,10,10,1,35,31300000,34460000,1
ZNF438,PARD3,10,10,1,35,31285000,34465000,1
ZNF438,PARD3,10,10,1,35,31315000,34465000,1
ZNF438,PARD3,10,10,1,35,31160000,34470000,1
ZNF438,PARD3,10,10,1,35,31210000,34470000,1
ZNF438,PARD3,10,10,1,35,31220000,34470000,1
ZNF438,PARD3,10,10,1,35,31230000,34470000,1
ZNF438,PARD3,10,10,1,35,31300000,34470000,1
ZNF438,PARD3,10,10,1,35,31145000,34475000,1
ZNF438,PARD3,10,10,1,35,31160000,34475000,1
ZNF438,PARD3,10,10,1,35,31170000,34475000,1
ZNF438,PARD3,10,10,1,35,31215000,34475000,1
ZNF438,PARD3,10,10,1,35,31235000,34475000,1
ZNF438,PARD3,10,10,1,35,31245000,34475000,2
ZNF438,PARD3,10,10,1,35,31260000,34475000,1
ZNF438,PARD3,10,10,1,35,31270000,34475000,1
ZNF438,PARD3,10,10,1,35,31285000,34475000,2
ZNF438,PARD3,10,10,1,35,31320000,34475000,1
ZNF438,PARD3,10,10,1,35,31235000,34480000,1
ZNF438,PARD3,10,10,1,35,31185000,34485000,2
ZNF438,PARD3,10,10,1,35,31200000,34485000,1
ZNF438,PARD3,10,10,1,35,31210000,34485000,1
ZNF438,PARD3,10,10,1,35,31215000,34485000,1
ZNF438,PARD3,10,10,1,35,31220000,34485000,1
ZNF438,PARD3,10,10,1,35,31225000,34485000,1
ZNF438,PARD3,10,10,1,35,31245000,34485000,1
ZNF438,PARD3,10,10,1,35,31270000,34485000,1
ZNF438,PARD3,10,10,1,35,31290000,34485000,1
ZNF438,PARD3,10,10,1,35,31310000,34485000,1
ZNF438,PARD3,10,10,1,35,31165000,34490000,1
ZNF438,PARD3,10,10,1,35,31210000,34490000,1
ZNF438,PARD3,10,10,1,35,31225000,34490000,1
ZNF438,PARD3,10,10,1,35,31260000,34490000,1
ZNF438,PARD3,10,10,1,35,31300000,34490000,1
ZNF438,PARD3,10,10,1,35,31320000,34490000,1
ZNF438,PARD3,10,10,1,35,31145000,34495000,1
ZNF438,PARD3,10,10,1,35,31175000,34495000,1
ZNF438,PARD3,10,10,1,35,31255000,34495000,1
ZNF438,PARD3,10,10,1,35,31290000,34495000,1
ZNF438,PARD3,10,10,1,35,31300000,34495000,1
ZNF438,PARD3,10,10,1,35,31140000,34500000,1
ZNF438,PARD3,10,10,1,35,31185000,34500000,1
ZNF438,PARD3,10,10,1,35,31190000,34500000,1
ZNF438,PARD3,10,10,1,35,31250000,34500000,1
ZNF438,PARD3,10,10,1,35,31255000,34500000,1
ZNF438,PARD3,10,10,1,35,31310000,34500000,1
ZNF438,PARD3,10,10,1,35,31140000,34505000,1
ZNF438,PARD3,10,10,1,35,31145000,34505000,1
ZNF438,PARD3,10,10,1,35,31150000,34505000,1
ZNF438,PARD3,10,10,1,35,31175000,34505000,1
ZNF438,PARD3,10,10,1,35,31180000,34505000,2
ZNF438,PARD3,10,10,1,35,31185000,34505000,1
ZNF438,PARD3,10,10,1,35,31270000,34505000,1
ZNF438,PARD3,10,10,1,35,31275000,34505000,1
ZNF438,PARD3,10,10,1,35,31145000,34510000,1
ZNF438,PARD3,10,10,1,35,31185000,34510000,1
ZNF438,PARD3,10,10,1,35,31230000,34510000,1
ZNF438,PARD3,10,10,1,35,31235000,34510000,1
ZNF438,PARD3,10,10,1,35,31215000,34515000,1
ZNF438,PARD3,10,10,1,35,31220000,34515000,1
ZNF438,PARD3,10,10,1,35,31230000,34515000,1
ZNF438,PARD3,10,10,1,35,31250000,34515000,1
ZNF438,PARD3,10,10,1,35,31300000,34515000,2
ZNF438,PARD3,10,10,1,35,31305000,34515000,1
ZNF438,PARD3,10,10,1,35,31315000,34515000,1
ZNF438,PARD3,10,10,1,35,31255000,34520000,1
ZNF438,PARD3,10,10,1,35,31265000,34520000,3
ZNF438,PARD3,10,10,1,35,31135000,34525000,1
ZNF438,PARD3,10,10,1,35,31150000,34525000,1
ZNF438,PARD3,10,10,1,35,31155000,34525000,1
ZNF438,PARD3,10,10,1,35,31180000,34525000,1
ZNF438,PARD3,10,10,1,35,31255000,34525000,1
ZNF438,PARD3,10,10,1,35,31260000,34525000,1
ZNF438,PARD3,10,10,1,35,31305000,34525000,1
ZNF438,PARD3,10,10,1,35,31310000,34525000,1
ZNF438,PARD3,10,10,1,35,31315000,34525000,1
ZNF438,PARD3,10,10,1,35,31160000,34530000,2
ZNF438,PARD3,10,10,1,35,31195000,34530000,1
ZNF438,PARD3,10,10,1,35,31235000,34530000,1
ZNF438,PARD3,10,10,1,35,31250000,34530000,1
ZNF438,PARD3,10,10,1,35,31275000,34530000,1
ZNF438,PARD3,10,10,1,35,31280000,34530000,1
ZNF438,PARD3,10,10,1,35,31295000,34530000,1
ZNF438,PARD3,10,10,1,35,31305000,34530000,1
ZNF438,PARD3,10,10,1,35,31315000,34530000,2
ZNF438,PARD3,10,10,1,35,31180000,34535000,1
ZNF438,PARD3,10,10,1,35,31200000,34535000,1
ZNF438,PARD3,10,10,1,35,31225000,34535000,1
ZNF438,PARD3,10,10,1,35,31280000,34535000,1
ZNF438,PARD3,10,10,1,35,31295000,34535000,1
ZNF438,PARD3,10,10,1,35,31320000,34535000,1
ZNF438,PARD3,10,10,1,35,31195000,34540000,1
ZNF438,PARD3,10,10,1,35,31215000,34540000,1
ZNF438,PARD3,10,10,1,35,31220000,34540000,1
ZNF438,PARD3,10,10,1,35,31280000,34540000,1
ZNF438,PARD3,10,10,1,35,31290000,34540000,1
ZNF438,PARD3,10,10,1,35,31150000,34545000,1
ZNF438,PARD3,10,10,1,35,31180000,34545000,1
ZNF438,PARD3,10,10,1,35,31185000,34545000,1
ZNF438,PARD3,10,10,1,35,31230000,34545000,1
ZNF438,PARD3,10,10,1,35,31250000,34545000,1
ZNF438,PARD3,10,10,1,35,31320000,34545000,1
ZNF438,PARD3,10,10,1,35,31135000,34550000,1
ZNF438,PARD3,10,10,1,35,31160000,34550000,1
ZNF438,PARD3,10,10,1,35,31175000,34550000,1
ZNF438,PARD3,10,10,1,35,31185000,34550000,1
ZNF438,PARD3,10,10,1,35,31290000,34550000,1
ZNF438,PARD3,10,10,1,35,31305000,34550000,1
ZNF438,PARD3,10,10,1,35,31145000,34555000,1
ZNF438,PARD3,10,10,1,35,31165000,34555000,1
ZNF438,PARD3,10,10,1,35,31170000,34555000,1
ZNF438,PARD3,10,10,1,35,31245000,34555000,1
ZNF438,PARD3,10,10,1,35,31260000,34555000,1
ZNF438,PARD3,10,10,1,35,31275000,34555000,1
ZNF438,PARD3,10,10,1,35,31175000,34560000,1
ZNF438,PARD3,10,10,1,35,31190000,34560000,1
ZNF438,PARD3,10,10,1,35,31225000,34560000,1
ZNF438,PARD3,10,10,1,35,31235000,34560000,1
ZNF438,PARD3,10,10,1,35,31240000,34560000,1
ZNF438,PARD3,10,10,1,35,31225000,34565000,1
ZNF438,PARD3,10,10,1,35,31290000,34565000,1
ZNF438,PARD3,10,10,1,35,31170000,34570000,1
ZNF438,PARD3,10,10,1,35,31210000,34570000,1
ZNF438,PARD3,10,10,1,35,31220000,34570000,1
ZNF438,PARD3,10,10,1,35,31300000,34570000,1
ZNF438,PARD3,10,10,1,35,31145000,34575000,1
ZNF438,PARD3,10,10,1,35,31175000,34575000,1
ZNF438,PARD3,10,10,1,35,31230000,34575000,1
ZNF438,PARD3,10,10,1,35,31310000,34575000,2
ZNF438,PARD3,10,10,1,35,31185000,34580000,1
ZNF438,PARD3,10,10,1,35,31230000,34580000,1
ZNF438,PARD3,10,10,1,35,31270000,34580000,1
ZNF438,PARD3,10,10,1,35,31135000,34585000,1
ZNF438,PARD3,10,10,1,35,31165000,34585000,1
ZNF438,PARD3,10,10,1,35,31175000,34585000,1
ZNF438,PARD3,10,10,1,35,31250000,34585000,1
ZNF438,PARD3,10,10,1,35,31200000,34590000,1
ZNF438,PARD3,10,10,1,35,31225000,34590000,1
ZNF438,PARD3,10,10,1,35,31255000,34590000,1
ZNF438,PARD3,10,10,1,35,31260000,34590000,1
ZNF438,PARD3,10,10,1,35,31300000,34590000,1
ZNF438,PARD3,10,10,1,35,31310000,34590000,1
ZNF438,PARD3,10,10,1,35,31315000,34590000,1
ZNF438,PARD3,10,10,1,35,31155000,34595000,1
ZNF438,PARD3,10,10,1,35,31170000,34595000,1
ZNF438,PARD3,10,10,1,35,31175000,34595000,1
ZNF438,PARD3,10,10,1,35,31210000,34595000,1
ZNF438,PARD3,10,10,1,35,31320000,34595000,1
ZNF438,PARD3,10,10,1,35,31135000,34600000,1
ZNF438,PARD3,10,10,1,35,31155000,34600000,1
ZNF438,PARD3,10,10,1,35,31200000,34600000,1
ZNF438,PARD3,10,10,1,35,31205000,34600000,1
ZNF438,PARD3,10,10,1,35,31210000,34600000,1
ZNF438,PARD3,10,10,1,35,31215000,34600000,1
ZNF438,PARD3,10,10,1,35,31225000,34600000,1
ZNF438,PARD3,10,10,1,35,31245000,34600000,1
ZNF438,PARD3,10,10,1,35,31250000,34600000,1
ZNF438,PARD3,10,10,1,35,31275000,34600000,1
ZNF438,PARD3,10,10,1,35,31195000,34605000,1
ZNF438,PARD3,10,10,1,35,31225000,34605000,1
ZNF438,PARD3,10,10,1,35,31230000,34605000,1
ZNF438,PARD3,10,10,1,35,31250000,34605000,1
ZNF438,PARD3,10,10,1,35,31275000,34605000,1
ZNF438,PARD3,10,10,1,35,31190000,34610000,1
ZNF438,PARD3,10,10,1,35,31195000,34610000,1
ZNF438,PARD3,10,10,1,35,31200000,34610000,1
ZNF438,PARD3,10,10,1,35,31210000,34610000,2
ZNF438,PARD3,10,10,1,35,31280000,34610000,1
ZNF438,PARD3,10,10,1,35,31170000,34615000,1
ZNF438,PARD3,10,10,1,35,31195000,34615000,1
ZNF438,PARD3,10,10,1,35,31215000,34615000,1
ZNF438,PARD3,10,10,1,35,31245000,34615000,1
ZNF438,PARD3,10,10,1,35,31280000,34615000,1
ZNF438,PARD3,10,10,1,35,31315000,34615000,1
ZNF438,PARD3,10,10,1,35,31210000,34620000,1
ZNF438,PARD3,10,10,1,35,31250000,34620000,1
ZNF438,PARD3,10,10,1,35,31265000,34620000,1
ZNF438,PARD3,10,10,1,35,31275000,34620000,1
ZNF438,PARD3,10,10,1,35,31140000,34625000,1
ZNF438,PARD3,10,10,1,35,31155000,34625000,1
ZNF438,PARD3,10,10,1,35,31165000,34625000,1
ZNF438,PARD3,10,10,1,35,31195000,34625000,1
ZNF438,PARD3,10,10,1,35,31205000,34625000,1
ZNF438,PARD3,10,10,1,35,31270000,34625000,1
ZNF438,PARD3,10,10,1,35,31280000,34625000,2
ZNF438,PARD3,10,10,1,35,31310000,34625000,1
ZNF438,PARD3,10,10,1,35,31320000,34625000,1
ZNF438,PARD3,10,10,1,35,31170000,34630000,1
ZNF438,PARD3,10,10,1,35,31175000,34630000,1
ZNF438,PARD3,10,10,1,35,31230000,34630000,1
ZNF438,PARD3,10,10,1,35,31265000,34630000,1
ZNF438,PARD3,10,10,1,35,31320000,34630000,1
ZNF438,PARD3,10,10,1,35,31230000,34635000,1
ZNF438,PARD3,10,10,1,35,31265000,34635000,1
ZNF438,PARD3,10,10,1,35,31150000,34640000,1
ZNF438,PARD3,10,10,1,35,31180000,34640000,1
ZNF438,PARD3,10,10,1,35,31225000,34640000,1
ZNF438,PARD3,10,10,1,35,31240000,34640000,2
ZNF438,PARD3,10,10,1,35,31220000,34645000,1
ZNF438,PARD3,10,10,1,35,31275000,34645000,1
ZNF438,PARD3,10,10,1,35,31315000,34645000,1
ZNF438,PARD3,10,10,1,35,31180000,34650000,1
ZNF438,PARD3,10,10,1,35,31210000,34650000,1
ZNF438,PARD3,10,10,1,35,31250000,34650000,1
ZNF438,PARD3,10,10,1,35,31140000,34655000,1
ZNF438,PARD3,10,10,1,35,31150000,34655000,1
ZNF438,PARD3,10,10,1,35,31225000,34655000,1
ZNF438,PARD3,10,10,1,35,31275000,34655000,1
ZNF438,PARD3,10,10,1,35,31280000,34655000,1
ZNF438,PARD3,10,10,1,35,31295000,34655000,1
ZNF438,PARD3,10,10,1,35,31300000,34655000,1
ZNF438,PARD3,10,10,1,35,31190000,34660000,1
ZNF438,PARD3,10,10,1,35,31220000,34660000,1
ZNF438,PARD3,10,10,1,35,31235000,34660000,1
ZNF438,PARD3,10,10,1,35,31240000,34660000,1
ZNF438,PARD3,10,10,1,35,31250000,34660000,1
ZNF438,PARD3,10,10,1,35,31260000,34660000,1
ZNF438,PARD3,10,10,1,35,31155000,34665000,1
ZNF438,PARD3,10,10,1,35,31175000,34665000,1
ZNF438,PARD3,10,10,1,35,31265000,34665000,1
ZNF438,PARD3,10,10,1,35,31270000,34665000,1
ZNF438,PARD3,10,10,1,35,31135000,34670000,1
ZNF438,PARD3,10,10,1,35,31145000,34670000,1
ZNF438,PARD3,10,10,1,35,31150000,34670000,1
ZNF438,PARD3,10,10,1,35,31180000,34670000,1
ZNF438,PARD3,10,10,1,35,31185000,34670000,1
ZNF438,PARD3,10,10,1,35,31235000,34670000,1
ZNF438,PARD3,10,10,1,35,31305000,34670000,1
ZNF438,PARD3,10,10,1,35,31320000,34670000,1
ZNF438,PARD3,10,10,1,35,31170000,34675000,1
ZNF438,PARD3,10,10,1,35,31255000,34675000,1
ZNF438,PARD3,10,10,1,35,31260000,34675000,1
ZNF438,PARD3,10,10,1,35,31285000,34675000,1
ZNF438,PARD3,10,10,1,35,31310000,34675000,1
ZNF438,PARD3,10,10,1,35,31320000,34675000,1
ZNF438,PARD3,10,10,1,35,31165000,34680000,1
ZNF438,PARD3,10,10,1,35,31235000,34680000,1
ZNF438,PARD3,10,10,1,35,31265000,34680000,2
ZNF438,PARD3,10,10,1,35,31145000,34685000,1
ZNF438,PARD3,10,10,1,35,31155000,34685000,1
ZNF438,PARD3,10,10,1,35,31180000,34685000,1
ZNF438,PARD3,10,10,1,35,31200000,34685000,2
ZNF438,PARD3,10,10,1,35,31205000,34685000,1
ZNF438,PARD3,10,10,1,35,31225000,34685000,1
ZNF438,PARD3,10,10,1,35,31230000,34685000,2
ZNF438,PARD3,10,10,1,35,31235000,34685000,1
ZNF438,PARD3,10,10,1,35,31250000,34685000,1
ZNF438,PARD3,10,10,1,35,31260000,34685000,2
ZNF438,PARD3,10,10,1,35,31265000,34685000,1
ZNF438,PARD3,10,10,1,35,31300000,34685000,1
ZNF438,PARD3,10,10,1,35,31145000,34690000,1
ZNF438,PARD3,10,10,1,35,31180000,34690000,1
ZNF438,PARD3,10,10,1,35,31190000,34690000,1
ZNF438,PARD3,10,10,1,35,31195000,34690000,1
ZNF438,PARD3,10,10,1,35,31270000,34690000,2
ZNF438,PARD3,10,10,1,35,31280000,34690000,1
ZNF438,PARD3,10,10,1,35,31300000,34690000,1
ZNF438,PARD3,10,10,1,35,31305000,34690000,1
ZNF438,PARD3,10,10,1,35,31310000,34690000,1
ZNF438,PARD3,10,10,1,35,31315000,34690000,1
ZNF438,PARD3,10,10,1,35,31150000,34695000,1
ZNF438,PARD3,10,10,1,35,31170000,34695000,1
ZNF438,PARD3,10,10,1,35,31185000,34695000,1
ZNF438,PARD3,10,10,1,35,31195000,34695000,1
ZNF438,PARD3,10,10,1,35,31265000,34695000,1
ZNF438,PARD3,10,10,1,35,31270000,34695000,1
